"Estado","TipoDelito","SubtipoDelito","Modalidad","BienJuridicoAfectado","Enero","Febrero","Marzo","Abril","Mayo","Junio","Julio","Agosto","Septiembre","Octubre","Noviembre","Diciembre"
"Baja California Sur","Homicidio","Homicidio culposo","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Homicidio","Homicidio culposo","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Homicidio","Homicidio culposo","En accidente de tránsito","La vida y la Integridad corporal",5,9,5,3,0,3,4,6,4,8,2,5
"Baja California Sur","Homicidio","Homicidio culposo","Con otro elemento","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Homicidio","Homicidio culposo","No especificado","La vida y la Integridad corporal",0,0,0,0,0,1,0,0,0,0,1,0
"Baja California Sur","Lesiones","Lesiones dolosas","Con arma de fuego","La vida y la Integridad corporal",0,0,0,1,1,0,1,0,0,0,1,2
"Baja California Sur","Lesiones","Lesiones dolosas","Con arma blanca","La vida y la Integridad corporal",2,0,2,8,2,0,7,11,0,8,2,6
"Baja California Sur","Lesiones","Lesiones dolosas","Con otro elemento","La vida y la Integridad corporal",0,0,17,17,10,0,0,3,0,2,0,0
"Baja California Sur","Lesiones","Lesiones dolosas","No especificado","La vida y la Integridad corporal",120,126,120,46,72,129,128,125,140,104,113,89
"Baja California Sur","Lesiones","Lesiones culposas","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Lesiones","Lesiones culposas","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Lesiones","Lesiones culposas","En accidente de tránsito","La vida y la Integridad corporal",22,31,38,13,12,26,13,37,24,29,22,40
"Baja California Sur","Lesiones","Lesiones culposas","Con otro elemento","La vida y la Integridad corporal",0,0,4,0,0,0,2,0,1,4,1,1
"Baja California Sur","Lesiones","Lesiones culposas","No especificado","La vida y la Integridad corporal",3,0,2,0,4,1,9,0,11,0,0,5
"Baja California Sur","Feminicidio","Feminicidio","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Feminicidio","Feminicidio","Con arma blanca","La vida y la Integridad corporal",0,0,0,1,1,0,0,0,0,0,0,0
"Baja California Sur","Feminicidio","Feminicidio","Con otro elemento","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,2
"Baja California Sur","Feminicidio","Feminicidio","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Aborto","Aborto","Aborto","La vida y la Integridad corporal",0,1,2,1,2,0,0,0,1,0,2,1
"Baja California Sur","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","La vida y la Integridad corporal",17,21,20,4,3,15,9,11,22,12,12,13
"Baja California Sur","Secuestro","Secuestro","Secuestro extorsivo","Libertad personal",0,0,0,0,0,0,0,0,1,0,0,0
"Baja California Sur","Secuestro","Secuestro","Secuestro con calidad de rehén","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Secuestro","Secuestro","Secuestro para causar daño","Libertad personal",0,0,0,0,1,0,0,0,0,0,0,0
"Baja California Sur","Secuestro","Secuestro","Secuestro exprés","Libertad personal",0,0,0,0,0,0,0,2,0,1,0,0
"Baja California Sur","Secuestro","Secuestro","Otro tipo de secuestros","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Tráfico de menores","Tráfico de menores","Tráfico de menores","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Rapto","Rapto","Rapto","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Otros delitos que atentan contra la libertad personal","Libertad personal",7,14,15,10,17,15,15,19,18,21,23,9
"Baja California Sur","Abuso sexual","Abuso sexual","Abuso sexual","La libertad y la seguridad sexual",29,35,25,15,12,19,30,23,24,26,23,19
"Baja California Sur","Acoso sexual","Acoso sexual","Acoso sexual","La libertad y la seguridad sexual",8,9,15,8,3,9,14,15,13,7,4,5
"Baja California Sur","Hostigamiento sexual","Hostigamiento sexual","Hostigamiento sexual","La libertad y la seguridad sexual",1,5,0,2,0,0,1,0,1,1,0,1
"Baja California Sur","Violación simple","Violación simple","Violación simple","La libertad y la seguridad sexual",13,18,25,4,12,12,20,17,13,21,8,15
"Baja California Sur","Violación equiparada","Violación equiparada","Violación equiparada","La libertad y la seguridad sexual",9,2,3,1,3,3,4,6,6,5,7,2
"Baja California Sur","Incesto","Incesto","Incesto","La libertad y la seguridad sexual",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","Otros delitos que atentan contra la libertad y la seguridad sexual","La libertad y la seguridad sexual",11,10,8,2,9,10,6,6,11,3,10,6
"Baja California Sur","Robo","Robo a casa habitación","Con violencia","El patrimonio",2,0,1,0,1,0,0,0,1,2,0,3
"Baja California Sur","Robo","Robo a casa habitación","Sin violencia","El patrimonio",134,96,111,73,65,75,104,69,115,111,99,93
"Baja California Sur","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Con violencia","El patrimonio",0,1,0,0,0,1,0,0,0,0,2,1
"Baja California Sur","Robo","Robo de vehículo automotor","Robo de coche de 4 ruedas Sin violencia","El patrimonio",67,59,46,26,35,58,42,43,45,57,52,59
"Baja California Sur","Robo","Robo de vehículo automotor","Robo de motocicleta Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Robo","Robo de vehículo automotor","Robo de motocicleta Sin violencia","El patrimonio",7,1,11,8,4,7,16,8,14,6,16,10
"Baja California Sur","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Robo","Robo de vehículo automotor","Robo de embarcaciones pequeñas y grandes Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Robo","Robo de autopartes","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Robo","Robo de autopartes","Sin violencia","El patrimonio",1,2,2,2,2,1,2,1,5,4,2,0
"Baja California Sur","Robo","Robo a transportista","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Robo","Robo a transportista","Sin violencia","El patrimonio",0,0,0,0,0,0,0,1,1,0,0,0
"Baja California Sur","Robo","Robo a transeúnte en vía pública","Con violencia","El patrimonio",11,18,21,8,5,6,16,8,10,10,14,13
"Baja California Sur","Robo","Robo a transeúnte en vía pública","Sin violencia","El patrimonio",4,3,5,1,2,1,2,4,3,6,5,2
"Baja California Sur","Robo","Robo a transeúnte en espacio abierto al público","Con violencia","El patrimonio",5,10,8,3,0,6,6,6,5,7,1,1
"Baja California Sur","Robo","Robo a transeúnte en espacio abierto al público","Sin violencia","El patrimonio",2,0,1,0,1,1,0,1,3,0,1,3
"Baja California Sur","Robo","Robo en transporte público individual","Con violencia","El patrimonio",2,1,3,0,1,0,0,0,0,0,0,0
"Baja California Sur","Robo","Robo en transporte público individual","Sin violencia","El patrimonio",1,1,0,0,0,0,0,0,2,0,1,0
"Baja California Sur","Robo","Robo en transporte público colectivo","Con violencia","El patrimonio",0,1,1,0,0,0,0,0,0,2,0,0
"Baja California Sur","Robo","Robo en transporte público colectivo","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,1,0,0,1
"Baja California Sur","Robo","Robo en transporte individual","Con violencia","El patrimonio",0,1,1,0,0,0,1,0,0,0,0,0
"Baja California Sur","Robo","Robo en transporte individual","Sin violencia","El patrimonio",0,1,0,0,0,0,0,0,0,0,0,1
"Baja California Sur","Robo","Robo a institución bancaria","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Robo","Robo a institución bancaria","Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Robo","Robo a negocio","Con violencia","El patrimonio",14,15,28,34,15,12,10,6,7,17,6,22
"Baja California Sur","Robo","Robo a negocio","Sin violencia","El patrimonio",58,53,50,39,31,32,38,35,40,46,32,31
"Baja California Sur","Robo","Robo de ganado","Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Robo","Robo de ganado","Sin violencia","El patrimonio",7,8,9,5,9,12,6,2,10,12,14,8
"Baja California Sur","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Robo","Robo de maquinaria","Robo de herramienta industrial o agrícola Sin violencia","El patrimonio",0,0,0,0,0,0,0,1,0,1,0,0
"Baja California Sur","Robo","Robo de maquinaria","Robo de tractores Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Robo","Robo de maquinaria","Robo de tractores Sin violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Con violencia","El patrimonio",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Robo","Robo de maquinaria","Robo de cables, tubos y otros objetos destinados a servicios públicos Sin violencia","El patrimonio",1,0,1,1,1,0,1,0,1,3,1,0
"Baja California Sur","Robo","Otros robos","Con violencia","El patrimonio",22,27,24,18,11,18,16,12,16,18,16,13
"Baja California Sur","Robo","Otros robos","Sin violencia","El patrimonio",332,267,251,140,154,229,235,186,196,198,172,179
"Baja California Sur","Fraude","Fraude","Fraude","El patrimonio",104,82,88,45,75,74,74,93,99,84,86,72
"Baja California Sur","Abuso de confianza","Abuso de confianza","Abuso de confianza","El patrimonio",19,23,33,13,20,22,29,20,19,25,19,16
"Baja California Sur","Extorsión","Extorsión","Extorsión","El patrimonio",16,7,8,7,3,4,9,2,9,8,7,9
"Baja California Sur","Daño a la propiedad","Daño a la propiedad","Daño a la propiedad","El patrimonio",122,126,102,72,68,117,110,95,102,91,110,100
"Baja California Sur","Despojo","Despojo","Despojo","El patrimonio",24,24,33,10,31,39,45,31,32,38,33,21
"Baja California Sur","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","Otros delitos contra el patrimonio","El patrimonio",3,9,15,12,7,21,4,11,10,11,8,20
"Baja California Sur","Violencia familiar","Violencia familiar","Violencia familiar","La familia",174,191,247,163,152,254,224,192,278,248,209,158
"Baja California Sur","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","Violencia de género en todas sus modalidades distinta a la violencia familiar","La familia",0,2,3,0,0,0,0,0,0,1,0,0
"Baja California Sur","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","Incumplimiento de obligaciones de asistencia familiar","La familia",65,61,58,13,30,43,62,73,90,71,52,49
"Baja California Sur","Otros delitos contra la familia","Otros delitos contra la familia","Otros delitos contra la familia","La familia",27,15,25,17,22,20,21,25,20,20,23,22
"Baja California Sur","Corrupción de menores","Corrupción de menores","Corrupción de menores","La sociedad",3,5,7,3,6,3,1,2,4,5,8,7
"Baja California Sur","Trata de personas","Trata de personas","Trata de personas","La sociedad",0,0,0,0,0,0,0,0,1,0,1,1
"Baja California Sur","Otros delitos contra la sociedad","Otros delitos contra la sociedad","Otros delitos contra la sociedad","La sociedad",0,0,0,0,0,1,0,0,0,0,0,0
"Baja California Sur","Narcomenudeo","Narcomenudeo","Narcomenudeo","Otros bienes jurídicos afectados (del fuero común)",33,49,51,25,29,39,42,23,40,37,46,22
"Baja California Sur","Amenazas","Amenazas","Amenazas","Otros bienes jurídicos afectados (del fuero común)",115,117,117,71,95,148,113,118,124,106,107,103
"Baja California Sur","Allanamiento de morada","Allanamiento de morada","Allanamiento de morada","Otros bienes jurídicos afectados (del fuero común)",16,7,8,20,7,9,19,13,17,8,16,9
"Baja California Sur","Evasión de presos","Evasión de presos","Evasión de presos","Otros bienes jurídicos afectados (del fuero común)",0,0,0,0,0,0,0,0,1,1,1,0
"Baja California Sur","Falsedad","Falsedad","Falsedad","Otros bienes jurídicos afectados (del fuero común)",6,9,6,5,3,6,8,6,7,7,5,10
"Baja California Sur","Falsificación","Falsificación","Falsificación","Otros bienes jurídicos afectados (del fuero común)",7,6,16,2,1,7,9,17,16,11,8,7
"Baja California Sur","Contra el medio ambiente","Contra el medio ambiente","Contra el medio ambiente","Otros bienes jurídicos afectados (del fuero común)",0,0,1,0,1,0,0,0,0,0,0,0
"Baja California Sur","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Delitos cometidos por servidores públicos","Otros bienes jurídicos afectados (del fuero común)",21,24,23,22,21,28,13,27,32,23,21,17
"Baja California Sur","Electorales","Electorales","Electorales","Otros bienes jurídicos afectados (del fuero común)",0,0,0,0,0,0,0,0,0,0,0,0
"Baja California Sur","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros delitos del Fuero Común","Otros bienes jurídicos afectados (del fuero común)",98,59,74,42,74,61,60,34,44,49,52,56
"Campeche","Homicidio","Homicidio doloso","Con arma de fuego","La vida y la Integridad corporal",3,3,5,2,3,2,3,6,3,3,1,3
"Campeche","Homicidio","Homicidio doloso","Con arma blanca","La vida y la Integridad corporal",0,4,1,1,1,2,2,1,3,4,0,3
"Campeche","Homicidio","Homicidio doloso","Con otro elemento","La vida y la Integridad corporal",1,2,2,0,2,1,2,2,1,2,1,2
"Campeche","Homicidio","Homicidio doloso","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Campeche","Homicidio","Homicidio culposo","Con arma de fuego","La vida y la Integridad corporal",1,0,0,0,0,0,0,0,0,0,0,0
"Campeche","Homicidio","Homicidio culposo","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Campeche","Homicidio","Homicidio culposo","En accidente de tránsito","La vida y la Integridad corporal",3,4,8,1,3,1,4,0,3,2,7,5
"Campeche","Homicidio","Homicidio culposo","Con otro elemento","La vida y la Integridad corporal",0,1,1,0,0,0,1,0,0,0,0,0
"Campeche","Homicidio","Homicidio culposo","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Campeche","Lesiones","Lesiones dolosas","Con arma de fuego","La vida y la Integridad corporal",0,0,3,1,2,0,3,0,1,1,1,1
"Campeche","Lesiones","Lesiones dolosas","Con arma blanca","La vida y la Integridad corporal",1,2,1,0,1,2,1,1,0,1,4,1
"Campeche","Lesiones","Lesiones dolosas","Con otro elemento","La vida y la Integridad corporal",6,6,5,3,1,5,0,3,3,7,2,2
"Campeche","Lesiones","Lesiones dolosas","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Campeche","Lesiones","Lesiones culposas","Con arma de fuego","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Campeche","Lesiones","Lesiones culposas","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Campeche","Lesiones","Lesiones culposas","En accidente de tránsito","La vida y la Integridad corporal",5,6,6,2,5,7,7,6,3,5,7,7
"Campeche","Lesiones","Lesiones culposas","Con otro elemento","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Campeche","Lesiones","Lesiones culposas","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Campeche","Feminicidio","Feminicidio","Con arma de fuego","La vida y la Integridad corporal",1,0,1,0,0,0,0,0,0,0,0,0
"Campeche","Feminicidio","Feminicidio","Con arma blanca","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Campeche","Feminicidio","Feminicidio","Con otro elemento","La vida y la Integridad corporal",0,0,0,0,0,1,0,0,0,0,0,0
"Campeche","Feminicidio","Feminicidio","No especificado","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Campeche","Aborto","Aborto","Aborto","La vida y la Integridad corporal",0,0,0,0,0,0,0,0,0,0,0,0
"Campeche","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","Otros delitos que atentan contra la vida y la integridad corporal","La vida y la Integridad corporal",0,1,2,2,1,1,4,0,2,1,0,1
"Campeche","Secuestro","Secuestro","Secuestro extorsivo","Libertad personal",0,0,0,0,0,0,0,1,0,0,0,0
"Campeche","Secuestro","Secuestro","Secuestro con calidad de rehén","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Campeche","Secuestro","Secuestro","Secuestro para causar daño","Libertad personal",0,0,0,0,0,0,0,0,0,0,0,0
"Campeche","Secuestro","Secuestro","Secuestro exprés","Libertad personal",0,0,0,0,0,0,0,1,0,0,0,0
